Unnamed: 0,RN (alteragao),Unnamed: 2,Unnamed: 3,e,o,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,PROCEDIMENTO,VIGENCIA,Unnamed: 4,Unnamed: 5,AMB,HCO,T,o],| o,oo,0,VIGENCIA (alteragao),=,I,Unnamed: 10,PROCEDIMENTO (alteragao),Unnamed: 1,==,=.1,PROCEDIMENT!,RN VIGENCIA (alteragao),(alteragao),AMB HCO,] o =,[,],RN (alteragao) i,o.1,AMB o,e o,PAC,T.1,HCO 0,i,3,RN (alteragao) 0,AMB e,CAPITULO,S,N,LN3NIG300d,(oeesaye) NY,VIONIOIA,anv,OH,|,m |,OH o,vd
COLO VESICAL - RESSECGAO ENDOSCOPICA,,,HSO,,,,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,REF,,,HCO,,,,,,,BEXIGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORPO ESTRANHO - EXTRAGAO CIRURGICA,,,HSO,,,,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,REF,,,HCO,,,,,,,BEXIGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORPO ESTRANHO - EXTRAGCAO ENDOSCOPICA,,,HSO,,,,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,REF,,,HCO,,,,,,,BEXIGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERTICULECTOMIA VESICAL,,,HSO,,,,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,REF,,,HCO,,,,,,,BEXIGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTEROCISTOPLASTIA (AMPLIAGAO VESICAL),,,HSO,,,,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,REF,,,HCO,,,,,,,BEXIGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,EXTROFIA EM CLOACA - TRATAMENTO CIRURGICO,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,EXTROFIA VESICAL - TRATAMENTO CIRURGICO,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,FISTULA VESICAL - TRATAMENTO CIRURGICO,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,"INCONTINENCIA URINARIA - ""SLING"" VAGINAL OU ABDOMINAL, SINTETICO OU AUTOLOGO",,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,INCONTINENCIA URINARIA - SUSPENSAO ENDOSCOPICA DE COLO,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,INCONTINENCIA URINARIA - TRATAMENTO CIRURGICO SUPRA-PUBICO,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,INCONTINENCIA URINARIA COM COLPOPLASTIA ANTERIOR - TRATAMENTO CIRURGICO (COM OU SEM USO DE PROTESE),,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,INCONTINENCIA URINARIA - TRATAMENTO ENDOSCOPICO (INJ ECAO),,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,"NEOBEXIGA CONTINENTE (CUTANEA, RETAL OU URETRAL)",,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,POLIPOS VESICAIS - RESSECCAO CIRURGICA,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,POLIPOS VESICAIS - RESSECGA ENDOSCOPICA,,,HSO,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,PUNGAO E ASPIRACAO VESICAL,,,HSO,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,REIMPLANTE URETERO-VESICAL A BOARI,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,RETENGCAO POR COAGULO - ASPIRACAO VESICAL,,,HSO,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,RETIRADA ENDOSCOPICA DE DUPLO |,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,TUMOR VESICAL - FOTOCOAGULAGAO A LASER,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,TUMOR VESICAL - RESSECCAO ENDOSCOPICA,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,3 BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,TRATAMENTO DA HIPERATIVIDADE VESICAL: INJ ECAO INTRAVESICAL DE TOXINA BOTULINICA (COM DIRETRIZ DE UTILIZAGAO),,,HSO,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,,BEXIGA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,VESICOSTOMIA CUTANEA - CONFECGAO OU FECHAMENTO,,,HSO,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REF,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,ABSCESSO PERIURETRAL - TRATAMENTO CIRURGICO,,HSO REF,,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,BIOPSIA ENDOSCOPICA DE URETRA,,HSO REF,,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,CORPO ESTRANHO OU CALCULO - EXTRAGAO CIRURGICA,,REF HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,CORPO ESTRANHO OU CALCULO - EXTRAGAO ENDOSCOPICA,,HSO REF,,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,DIVERTICULO URETRAL - TRATAMENTO CIRURGICO,,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,ELETROCOAGULAGAO ENDOSCOPICA,,HSO REF,,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,ESFINCTEROTOMIA,,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,FISTULA URETRAL - CORREGAO CIRURGICA,,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,INCONTINENCIA URINARIA - TRATAMENTO CIRURGICO SLING OU ESFINCTER ARTIFICIAL (COM DIRETRIZ DE UTILIZACAO),,HSO REF,48.0,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,INCONTINENCIA URINARIA - TRATAMENTO CIRURGICO (EXCETO ESFINCTER ARTIFICIAL),,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,INJECOES PERIURETRAIS (INCLUINDO URETROCISTOCOPIA),,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,MEATOPLASTIA (RETALHO CUTANEO),,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,MEATOTOMIA URETRAL,,HSO REF,,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,NEOURETRA PROXIMAL (CISTOURETROPLASTIA),,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,RESSECGAO DE CARUNCULA,,HSO REF,,AMB,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,RESSECGAO DE VALVULA URETRAL POSTERIOR,,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,TUMOR URETRAL - EXCISAO,,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,URETRECTOMIA,,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URETRA,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,URETROPLASTIA,,HSO REF,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,URETROSTOMIA,,,URETRA,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA URINARIO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,URETROTOMIA INTERNA COM OU SEM PROTESE ENDOURETRAL,,,URETRA,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,ABSCESSO DE PROSTATA - DRENAGEM,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,ADENOMA - RESSECCAOQ,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,BIOPSIA PROSTATICA,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,582/2023,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,FOTOVAPORIZAGAO DE PROSTATA A LASER POR VIA ENDOSCOPICA,01/08/2023,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HEMORRAGIA DA LOJ A PROSTATICA - EVACUACAO E IRRIGAGAQ,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HEMORRAGIA DA LOJ A PROSTATICA - REVISAO E/OU HEMOSTASIA ENDOSCOPICA,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HIPERTROFIA PROSTATICA - IMPLANTE DE PROTESE,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HIPERTROFIA PROSTATICA - TRATAMENTO POR DILATACAO,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,PROSTATAVESICULECTOMIA,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,PROSTATAVESICULECTOMIA RADICAL LAPAROSCOPICA,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,PROSTATECTOMIA,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,RESSECGAO ENDOSCOPICA DA PROSTATA,,,PROSTATA E VESICULAS SEMINAIS,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,BIOPSIA ESCROTAL,,,ESCROTO,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,DRENAGEM DE ABSCESSO,,,ESCROTO,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,ELEFANTIASE PENO-ESCROTAL - TRATAMENTO CIRURGICO,,,ESCROTO,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,EXERESE DE CISTO ESCROTAL,,,ESCROTO,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
,,,,,,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,RECONSTRUGAO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO,,,ESCROTO,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSO,,,,,,,,,,,,,,,,
RESSECGAO DA BOLSA ESCROTAL,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,ESCROTO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTOTRANSPLANTE DE UM TESTICULO,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOPSIA DE TESTICULO,,,,,AMB,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCROTO AGUDO - EXPLORAGCAO CIRURGICA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDROCELE - CORREGAO CIRURGICA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPLANTE DE PROTESE TESTICULAR,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORQUIDOPEXIA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORQUIDOPEXIA LAPAROSCOPICA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORQUIECTOMIA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCAO DA VAGINAL,,,,,AMB,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPARAGAO PLASTICA (TRAUMA),,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORCAO DE TESTICULO - CURA CIRURGICA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUMOR DE TESTICULO - RESSECGAO,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARICOCELE - CORREGAO CIRURGICA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,TESTICULO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOPSIA DE EPIDIDIMO,,,,,AMB,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,EPIDIDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRENAGEM DE ABSCESSO,,,,,AMB,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,EPIDIDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIDIDIMECTOMIA,,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,EPIDIDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA),,,,,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,EPIDIDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXERESE DE CISTO,,,,,AMB,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,HSO,,,HCO,,,,,,,EPIDIDIMO,SISTEMA GENITAL E REPRODUTOR MASCULINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CORDAO ESPERMATICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,ESPERMATOCELECTOMIA,,,,AMB,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CORDAO ESPERMATICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,EXPLORACAO CIRURGICA DO DEFERENTE,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0,CORDAO ESPERMATICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,CIRURGIA DE ESTERILIZAGAO MASCULINA (VASECTOMIA) - COM DIRETRIZ DE UTILIZACAO,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CORDAO ESPERMATICO,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,VASOVASOANASTOMOSE (EXCETO PARA REVERSAO DE VASECTOMIA),,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PENIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,AMPUTAGCAO PARCIAL OU TOTAL,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PENIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,BIOPSIA PENIANA,,,,AMB,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PENIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,DOENGA DE PEYRONIE - TRATAMENTO CIRURGICO,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PENIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,ELETROCOAGULAGAO DE LESOES CUTANEAS,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PENIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,EMASCULACAO PARA TRATAMENTO ONCOLOGICO OU FASCEITE NECROTIZANTE,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PENIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,EPISPADIA - RECONSTRUGAO,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PENIS,SISTEMA GENITAL E REPRODUTOR MASCULINO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,EPISPADIA COM INCONTINENCIA - TRATAMENTO CIRURGICO,,,,,HCO,,,,,HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
